iter	Passed	Remaining
508	242	2140
509	243	2140
510	243	2141
511	244	2141
512	244	2141
513	245	2140
514	245	2140
515	246	2140
516	246	2140
517	247	2139
518	247	2138
519	248	2138
520	248	2138
521	249	2138
522	249	2138
523	250	2138
524	250	2137
525	251	2137
526	251	2137
527	252	2137
528	252	2137
529	253	2137
530	253	2136
531	254	2135
532	254	2135
533	255	2136
534	255	2135
535	256	2134
536	256	2134
537	257	2135
538	258	2135
539	258	2135
540	259	2135
541	259	2134
542	260	2134
543	260	2134
544	261	2133
545	261	2133
546	262	2133
547	262	2133
548	263	2132
549	263	2132
550	264	2132
551	264	2132
552	265	2132
553	265	2132
554	266	2131
555	266	2131
556	267	2130
557	267	2130
558	268	2130
559	268	2129
560	269	2129
561	269	2129
562	270	2128
563	270	2128
564	270	2127
565	271	2126
566	271	2126
567	272	2125
568	273	2126
569	273	2126
570	274	2126
571	274	2125
572	275	2125
573	275	2124
574	276	2124
575	276	2123
576	277	2123
577	277	2122
578	278	2122
579	278	2122
580	278	2121
581	279	2122
582	280	2121
583	280	2121
584	281	2121
585	281	2121
586	282	2120
587	282	2120
588	283	2120
589	283	2119
590	284	2118
591	284	2118
592	285	2118
593	285	2117
594	285	2116
595	286	2115
596	286	2113
597	287	2113
598	287	2112
599	288	2112
600	288	2112
601	288	2111
602	289	2110
603	289	2109
604	290	2109
605	290	2107
606	291	2107
607	291	2106
608	291	2105
609	292	2103
610	292	2102
611	293	2102
612	293	2101
613	294	2100
614	294	2100
615	294	2099
616	295	2100
617	296	2100
618	296	2100
619	297	2099
620	297	2099
621	298	2098
622	298	2098
623	299	2097
624	299	2096
625	300	2096
626	300	2095
627	300	2094
628	301	2093
629	301	2092
630	302	2092
631	302	2092
632	303	2093
633	304	2093
634	304	2093
635	304	2092
636	305	2092
637	305	2091
638	306	2089
639	306	2088
640	307	2088
641	307	2088
642	308	2087
643	308	2086
644	308	2086
645	309	2085
646	309	2084
647	310	2083
648	310	2083
649	311	2083
650	311	2082
651	312	2081
652	312	2080
653	313	2080
654	313	2078
655	313	2077
656	314	2077
657	314	2076
658	315	2075
659	315	2075
660	316	2074
661	316	2073
662	316	2073
663	317	2072
664	317	2071
665	318	2070
666	318	2070
667	319	2070
668	319	2069
669	320	2068
670	320	2068
671	321	2068
672	321	2067
673	322	2067
674	322	2067
675	323	2067
676	323	2067
677	324	2066
678	324	2066
679	325	2065
680	325	2064
681	325	2064
682	326	2063
683	327	2064
684	327	2063
685	328	2063
686	328	2063
687	329	2062
688	329	2061
689	330	2061
690	330	2060
691	331	2060
692	331	2060
693	331	2059
694	332	2059
695	332	2058
696	333	2058
697	333	2058
698	334	2058
699	335	2058
700	335	2058
701	336	2057
702	336	2056
703	336	2056
704	337	2056
705	337	2055
706	338	2055
707	338	2055
708	339	2054
709	339	2054
710	340	2053
711	340	2052
712	341	2052
713	342	2057
714	343	2056
715	343	2055
716	344	2054
717	345	2058
718	345	2057
719	346	2057
720	346	2057
721	347	2056
722	347	2056
723	348	2056
724	348	2055
725	349	2055
726	349	2054
727	350	2055
728	350	2055
729	351	2054
730	351	2055
731	352	2055
732	353	2055
733	353	2055
734	354	2054
735	354	2053
736	355	2054
737	355	2053
738	356	2053
739	356	2053
740	357	2053
741	357	2052
742	358	2052
743	358	2052
744	359	2052
745	359	2052
746	361	2056
747	361	2055
748	362	2055
749	362	2054
750	363	2053
751	363	2053
752	364	2053
753	364	2052
754	364	2052
755	365	2051
756	366	2054
757	366	2053
758	367	2052
759	367	2052
760	368	2051
761	368	2050
762	369	2050
763	369	2049
764	369	2048
765	370	2047
766	370	2047
767	371	2046
768	371	2045
769	372	2044
770	372	2044
771	373	2043
772	373	2042
773	373	2041
774	374	2041
775	374	2041
776	375	2040
777	375	2039
778	376	2039
779	376	2038
780	377	2037
781	377	2037
782	378	2036
783	378	2036
784	379	2035
785	379	2034
786	379	2033
787	380	2033
788	380	2033
789	381	2033
790	381	2032
791	382	2032
792	382	2031
793	383	2030
794	383	2029
795	384	2029
796	384	2028
797	385	2027
798	385	2027
799	385	2026
800	386	2026
801	386	2025
802	387	2024
803	387	2023
804	388	2023
805	388	2022
806	389	2022
807	389	2022
808	390	2021
809	391	2024
810	391	2023
811	392	2023
812	392	2022
813	393	2021
814	393	2021
815	394	2020
816	394	2019
817	394	2018
818	395	2017
819	395	2017
820	396	2016
821	396	2016
822	397	2015
823	397	2015
824	398	2015
825	398	2014
826	399	2014
827	399	2013
828	400	2013
829	400	2012
830	401	2012
831	401	2012
832	402	2012
833	402	2011
834	403	2011
835	403	2011
836	404	2012
837	405	2012
838	405	2012
839	406	2012
840	406	2012
841	407	2011
842	407	2011
843	408	2011
844	409	2011
845	409	2011
846	410	2011
847	410	2011
848	411	2011
849	411	2011
850	412	2011
851	413	2011
852	413	2011
853	414	2010
854	414	2011
855	415	2011
856	416	2011
857	416	2011
858	417	2011
859	417	2011
860	418	2011
861	419	2012
862	419	2012
863	420	2012
864	421	2016
865	422	2016
866	422	2015
867	423	2015
868	424	2015
869	424	2016
870	425	2016
871	425	2016
872	426	2015
873	427	2016
874	427	2017
875	428	2017
876	429	2017
877	429	2017
878	430	2017
879	430	2017
880	431	2017
881	431	2016
882	432	2016
883	432	2015
884	433	2015
885	434	2015
886	434	2015
887	435	2015
888	435	2015
889	436	2015
890	437	2016
891	438	2019
892	439	2019
893	440	2020
894	440	2022
895	441	2023
896	442	2024
897	443	2026
898	444	2026
899	444	2027
900	445	2027
901	446	2027
902	446	2026
903	447	2026
904	447	2026
905	448	2026
906	449	2026
907	449	2025
908	450	2025
909	450	2025
910	451	2024
911	451	2024
912	452	2024
913	452	2023
914	453	2022
915	453	2022
916	454	2021
917	454	2021
918	455	2021
919	455	2021
920	456	2020
921	456	2020
922	457	2021
923	458	2023
924	459	2024
925	460	2027
926	461	2026
927	461	2026
928	462	2026
929	463	2026
930	463	2026
931	464	2025
932	464	2025
933	465	2025
934	465	2025
935	466	2024
936	466	2024
937	467	2024
938	468	2027
939	469	2026
940	469	2026
941	470	2026
942	470	2025
943	471	2025
944	471	2025
945	472	2024
946	472	2023
947	473	2023
948	473	2023
949	474	2023
950	475	2022
951	475	2022
952	476	2025
953	477	2024
954	477	2024
955	478	2024
956	479	2024
957	479	2023
958	480	2023
959	480	2022
960	481	2022
961	481	2022
962	482	2022
963	482	2021
964	483	2021
965	484	2021
966	484	2020
967	484	2020
968	485	2019
969	485	2019
970	486	2018
971	486	2018
972	487	2017
973	487	2016
974	488	2017
975	489	2017
976	489	2016
977	490	2016
978	490	2015
979	491	2015
980	491	2015
981	492	2014
982	492	2013
983	493	2013
984	493	2012
985	494	2012
986	494	2011
987	495	2011
988	495	2010
989	496	2010
990	496	2010
991	497	2009
992	497	2009
993	498	2008
994	498	2008
995	499	2007
996	499	2007
997	500	2006
998	500	2006
999	501	2005
1000	501	2005
1001	502	2005
1002	503	2004
1003	503	2003
1004	503	2003
1005	504	2002
1006	505	2002
1007	505	2002
1008	506	2001
1009	506	2001
1010	507	2001
1011	507	2000
1012	508	1999
1013	508	1999
1014	509	1998
1015	509	1998
1016	510	1997
1017	510	1997
1018	511	1996
1019	511	1996
1020	512	1996
1021	512	1996
1022	513	1996
1023	514	1995
1024	514	1995
1025	515	1995
1026	515	1995
1027	516	1994
1028	516	1994
1029	517	1993
1030	517	1992
1031	518	1992
1032	518	1991
1033	519	1991
1034	519	1991
1035	520	1990
1036	520	1990
1037	521	1990
1038	522	1990
1039	522	1989
1040	523	1989
1041	523	1988
1042	524	1988
1043	524	1988
1044	525	1988
1045	525	1987
1046	526	1987
1047	526	1987
1048	527	1986
1049	527	1986
1050	528	1985
1051	529	1985
1052	529	1985
1053	530	1984
1054	530	1984
1055	531	1983
1056	531	1983
1057	532	1982
1058	532	1982
1059	533	1981
1060	533	1981
1061	534	1980
1062	534	1980
1063	535	1980
1064	535	1979
1065	536	1979
1066	536	1978
1067	537	1978
1068	537	1977
1069	538	1977
1070	539	1977
1071	539	1976
1072	540	1976
1073	540	1975
1074	541	1975
1075	541	1974
1076	542	1974
1077	542	1973
1078	543	1973
1079	543	1973
1080	544	1973
1081	544	1973
1082	545	1972
1083	545	1972
1084	546	1971
1085	547	1971
1086	547	1971
1087	548	1970
1088	548	1970
1089	549	1970
1090	549	1969
1091	550	1969
1092	550	1968
1093	551	1967
1094	551	1967
1095	552	1967
1096	552	1967
1097	553	1966
1098	553	1966
1099	554	1965
1100	555	1965
1101	555	1965
1102	556	1964
1103	556	1964
1104	557	1963
1105	557	1963
1106	558	1962
1107	558	1962
1108	559	1962
1109	559	1962
1110	560	1961
1111	560	1961
1112	561	1960
1113	561	1960
1114	562	1959
1115	562	1958
1116	563	1958
1117	563	1957
1118	564	1957
1119	564	1957
1120	565	1956
1121	565	1956
1122	566	1955
1123	566	1955
1124	567	1954
1125	568	1954
1126	568	1954
1127	569	1953
1128	569	1953
1129	570	1952
1130	570	1951
1131	571	1951
1132	571	1950
1133	572	1950
1134	572	1950
1135	573	1949
1136	573	1948
1137	574	1948
1138	574	1948
1139	575	1947
1140	575	1946
1141	576	1946
1142	576	1945
1143	577	1945
1144	577	1944
1145	578	1943
1146	578	1943
1147	579	1942
1148	579	1942
1149	580	1942
1150	580	1941
1151	581	1941
1152	581	1941
1153	582	1941
1154	583	1940
1155	583	1940
1156	584	1940
1157	584	1939
1158	584	1938
1159	585	1937
1160	585	1937
1161	586	1937
1162	586	1936
1163	587	1935
1164	587	1935
1165	588	1934
1166	588	1934
1167	589	1933
1168	589	1933
1169	590	1933
1170	591	1932
1171	591	1932
1172	592	1931
1173	592	1931
1174	593	1930
1175	593	1930
1176	594	1929
1177	594	1928
1178	595	1928
1179	595	1927
1180	596	1927
1181	596	1927
1182	597	1926
1183	597	1925
1184	598	1925
1185	598	1925
1186	599	1925
1187	599	1924
1188	600	1923
1189	600	1923
1190	601	1922
1191	601	1921
1192	602	1921
1193	602	1920
1194	603	1920
1195	603	1920
1196	604	1919
1197	604	1918
1198	605	1918
1199	605	1917
1200	606	1917
1201	606	1916
1202	607	1916
1203	607	1915
1204	608	1915
1205	608	1914
1206	609	1914
1207	609	1913
1208	610	1913
1209	610	1912
1210	611	1914
1211	612	1913
1212	612	1913
1213	613	1912
1214	614	1912
1215	614	1912
1216	615	1911
1217	615	1910
1218	615	1910
1219	616	1910
1220	616	1909
1221	617	1908
1222	618	1908
1223	618	1908
1224	619	1907
1225	619	1907
1226	620	1906
1227	620	1906
1228	621	1905
1229	621	1905
1230	622	1904
1231	622	1904
1232	623	1904
1233	623	1903
1234	624	1903
1235	624	1902
1236	625	1902
1237	625	1901
1238	626	1901
1239	626	1900
1240	627	1900
1241	627	1899
1242	628	1899
1243	629	1899
1244	629	1898
1245	630	1898
1246	630	1897
1247	631	1897
1248	631	1897
1249	632	1896
1250	632	1896
1251	633	1895
1252	633	1895
1253	634	1894
1254	634	1894
1255	635	1893
1256	635	1893
1257	636	1892
1258	636	1892
1259	637	1892
1260	638	1892
1261	638	1891
1262	639	1891
1263	639	1890
1264	640	1890
1265	640	1890
1266	641	1889
1267	641	1888
1268	642	1888
1269	642	1887
1270	643	1887
1271	643	1886
1272	644	1886
1273	645	1886
1274	645	1886
1275	646	1885
1276	646	1885
1277	647	1884
1278	647	1884
1279	648	1883
1280	648	1883
1281	649	1882
1282	649	1882
1283	650	1881
1284	650	1880
1285	651	1880
1286	651	1879
1287	652	1879
1288	652	1879
1289	653	1878
1290	653	1878
1291	654	1877
1292	654	1877
1293	655	1876
1294	655	1876
1295	656	1875
1296	656	1875
1297	657	1875
1298	657	1874
1299	658	1874
1300	659	1875
1301	660	1874
1302	660	1874
1303	661	1873
1304	661	1873
1305	662	1872
1306	662	1872
1307	663	1871
1308	663	1870
1309	664	1870
1310	664	1869
1311	665	1869
1312	665	1868
1313	666	1868
1314	666	1868
1315	667	1867
1316	667	1866
1317	668	1866
1318	668	1866
1319	669	1865
1320	669	1865
1321	670	1865
1322	670	1864
1323	671	1863
1324	671	1863
1325	672	1862
1326	672	1862
1327	673	1861
1328	673	1861
1329	674	1860
1330	674	1860
1331	675	1859
1332	675	1859
1333	676	1858
1334	676	1858
1335	677	1857
1336	678	1857
1337	678	1857
1338	679	1856
1339	679	1856
1340	680	1855
1341	680	1855
1342	681	1854
1343	681	1854
1344	682	1854
1345	682	1853
1346	683	1853
1347	684	1853
1348	684	1853
1349	685	1852
1350	685	1852
1351	686	1851
1352	686	1851
1353	687	1850
1354	687	1850
1355	688	1849
1356	688	1849
1357	689	1848
1358	690	1848
1359	690	1848
1360	691	1848
1361	691	1847
1362	692	1846
1363	692	1846
1364	693	1845
1365	693	1845
1366	694	1844
1367	694	1844
1368	695	1843
1369	695	1842
1370	695	1842
1371	696	1841
1372	696	1840
1373	697	1840
1374	697	1839
1375	698	1838
1376	698	1838
1377	699	1837
1378	699	1836
1379	700	1836
1380	700	1835
1381	700	1834
1382	701	1834
1383	701	1833
1384	702	1832
1385	702	1831
1386	702	1831
1387	703	1830
1388	703	1830
1389	704	1829
1390	704	1828
1391	705	1828
1392	705	1827
1393	706	1826
1394	706	1826
1395	707	1825
1396	707	1824
1397	708	1824
1398	708	1823
1399	708	1822
1400	709	1822
1401	709	1821
1402	710	1821
1403	710	1820
1404	711	1819
1405	711	1819
1406	712	1818
1407	712	1818
1408	713	1817
1409	713	1816
1410	714	1816
1411	714	1816
1412	715	1815
1413	715	1814
1414	715	1813
1415	716	1813
1416	716	1812
1417	717	1811
1418	717	1811
1419	718	1810
1420	718	1810
1421	719	1809
1422	719	1809
1423	720	1808
1424	720	1807
1425	721	1807
1426	721	1806
1427	722	1806
1428	722	1805
1429	722	1804
1430	723	1804
1431	724	1804
1432	724	1803
1433	724	1802
1434	725	1802
1435	725	1801
1436	726	1800
1437	726	1800
1438	727	1799
1439	727	1798
1440	728	1798
1441	728	1797
1442	728	1796
1443	729	1796
1444	729	1795
1445	730	1795
1446	730	1794
1447	731	1794
1448	731	1793
1449	732	1792
1450	732	1792
1451	733	1791
1452	733	1790
1453	734	1790
1454	734	1789
1455	734	1789
1456	735	1788
1457	735	1787
1458	736	1787
1459	736	1786
1460	737	1786
1461	738	1786
1462	738	1785
1463	739	1785
1464	739	1784
1465	740	1783
1466	740	1783
1467	741	1783
1468	741	1782
1469	742	1782
1470	742	1781
1471	743	1781
1472	743	1780
1473	744	1780
1474	744	1779
1475	745	1779
1476	745	1779
1477	746	1778
1478	746	1778
1479	747	1777
1480	747	1777
1481	748	1776
1482	749	1776
1483	749	1776
1484	750	1775
1485	750	1775
1486	751	1774
1487	751	1774
1488	752	1773
1489	752	1773
1490	753	1772
1491	753	1772
1492	754	1771
1493	754	1771
1494	755	1770
1495	755	1770
1496	756	1769
1497	756	1769
1498	757	1768
1499	757	1768
1500	758	1767
1501	758	1767
1502	759	1766
1503	759	1766
1504	760	1765
1505	760	1765
1506	761	1765
1507	762	1764
1508	762	1764
1509	763	1763
1510	763	1763
1511	764	1762
1512	764	1762
1513	765	1761
1514	765	1761
1515	766	1761
1516	766	1760
1517	767	1760
1518	767	1759
1519	768	1759
1520	768	1758
1521	769	1758
1522	769	1757
1523	770	1757
1524	771	1756
1525	771	1756
1526	771	1755
1527	772	1755
1528	772	1754
1529	773	1753
1530	773	1753
1531	774	1752
1532	774	1751
1533	775	1751
1534	776	1752
1535	776	1751
1536	777	1751
1537	777	1750
1538	778	1749
1539	778	1749
1540	779	1748
1541	779	1748
1542	780	1747
1543	780	1747
1544	780	1746
1545	781	1745
1546	781	1745
1547	782	1744
1548	782	1744
1549	783	1743
1550	783	1742
1551	784	1742
1552	784	1741
1553	785	1741
1554	785	1740
1555	786	1739
1556	786	1739
1557	786	1738
1558	787	1737
1559	787	1737
1560	788	1736
1561	788	1736
1562	789	1735
1563	789	1735
1564	790	1734
1565	790	1733
1566	791	1733
1567	791	1732
1568	792	1731
1569	792	1731
1570	793	1730
1571	793	1730
1572	794	1729
1573	794	1729
1574	794	1728
1575	795	1728
1576	795	1727
1577	796	1727
1578	796	1726
1579	797	1725
1580	797	1725
1581	798	1724
1582	798	1723
1583	799	1723
1584	799	1722
1585	800	1722
1586	800	1721
1587	801	1721
1588	801	1720
1589	802	1720
1590	802	1719
1591	802	1718
1592	803	1718
1593	803	1717
1594	804	1716
1595	804	1716
1596	805	1716
1597	805	1715
1598	806	1714
1599	806	1714
1600	807	1713
1601	807	1713
1602	808	1712
1603	808	1712
1604	809	1711
1605	809	1711
1606	810	1711
1607	810	1710
1608	811	1710
1609	812	1709
1610	812	1709
1611	812	1708
1612	813	1708
1613	814	1707
1614	814	1707
1615	815	1706
1616	815	1706
1617	816	1706
1618	816	1705
1619	817	1705
1620	817	1704
1621	818	1704
1622	818	1703
1623	819	1703
1624	819	1702
1625	820	1702
1626	820	1701
1627	821	1701
1628	821	1700
1629	822	1700
1630	822	1699
1631	823	1699
1632	824	1699
1633	824	1698
1634	825	1698
1635	825	1697
1636	826	1697
1637	826	1696
1638	827	1696
1639	827	1695
1640	828	1695
1641	828	1694
1642	829	1694
1643	829	1693
1644	830	1693
1645	830	1693
1646	831	1692
1647	832	1692
1648	832	1692
1649	833	1691
1650	833	1691
1651	834	1690
1652	834	1689
1653	834	1689
1654	835	1688
1655	836	1688
1656	836	1687
1657	836	1687
1658	837	1686
1659	837	1686
1660	838	1685
1661	839	1685
1662	839	1684
1663	840	1684
1664	840	1683
1665	840	1682
1666	841	1682
1667	841	1681
1668	842	1680
1669	842	1680
1670	843	1679
1671	843	1679
1672	844	1678
1673	844	1677
1674	845	1677
1675	845	1676
1676	845	1676
1677	846	1675
1678	846	1675
1679	847	1674
1680	847	1674
1681	848	1673
1682	848	1673
1683	849	1672
1684	849	1671
1685	850	1671
1686	850	1670
1687	851	1669
1688	851	1669
1689	852	1668
1690	852	1668
1691	852	1667
1692	853	1666
1693	853	1666
1694	854	1665
1695	854	1665
1696	855	1664
1697	855	1664
1698	856	1663
1699	856	1663
1700	857	1662
1701	857	1662
1702	858	1661
1703	858	1660
1704	859	1660
1705	859	1659
1706	860	1659
1707	860	1658
1708	861	1658
1709	861	1657
1710	862	1657
1711	862	1656
1712	863	1656
1713	863	1655
1714	864	1654
1715	864	1654
1716	865	1653
1717	865	1653
1718	865	1652
1719	866	1652
1720	866	1651
1721	867	1651
1722	867	1650
1723	868	1649
1724	868	1649
1725	869	1648
1726	869	1648
1727	870	1648
1728	870	1647
1729	871	1646
1730	871	1646
1731	872	1645
1732	872	1645
1733	873	1644
1734	873	1644
1735	874	1643
1736	874	1643
1737	875	1642
1738	875	1642
1739	876	1641
1740	876	1641
1741	877	1640
1742	877	1640
1743	878	1640
1744	879	1639
1745	879	1639
1746	880	1638
1747	880	1638
1748	881	1638
1749	881	1637
1750	882	1637
1751	882	1636
1752	883	1636
1753	883	1635
1754	884	1635
1755	884	1634
1756	885	1634
1757	885	1633
1758	886	1633
1759	886	1632
1760	887	1632
1761	887	1631
1762	888	1631
1763	889	1630
1764	889	1630
1765	890	1629
1766	890	1629
1767	891	1629
1768	891	1628
1769	892	1628
1770	892	1627
1771	893	1627
1772	893	1627
1773	894	1626
1774	894	1625
1775	895	1625
1776	895	1624
1777	896	1624
1778	896	1623
1779	897	1623
1780	897	1622
1781	898	1621
1782	898	1621
1783	899	1620
1784	899	1620
1785	899	1619
1786	900	1619
1787	901	1618
1788	901	1618
1789	902	1617
1790	902	1617
1791	902	1616
1792	903	1615
1793	904	1615
1794	904	1614
1795	904	1614
1796	905	1613
1797	905	1613
1798	906	1612
1799	906	1611
1800	907	1611
1801	907	1610
1802	908	1610
1803	908	1609
1804	909	1609
1805	909	1608
1806	910	1608
1807	910	1608
1808	911	1607
1809	911	1607
1810	912	1606
1811	912	1606
1812	913	1605
1813	913	1605
1814	914	1604
1815	914	1604
1816	915	1603
1817	915	1603
1818	916	1602
1819	916	1602
1820	917	1601
1821	918	1601
1822	918	1600
1823	918	1600
1824	919	1599
1825	919	1599
1826	920	1598
1827	920	1598
1828	921	1597
1829	921	1596
1830	922	1596
1831	922	1595
1832	923	1595
1833	923	1594
1834	924	1594
1835	924	1593
1836	925	1593
1837	925	1592
1838	926	1591
1839	926	1591
1840	927	1590
1841	927	1590
1842	928	1589
1843	928	1589
1844	928	1588
1845	929	1588
1846	929	1587
1847	930	1587
1848	930	1586
1849	931	1585
1850	931	1585
1851	932	1585
1852	933	1584
1853	933	1584
1854	934	1583
1855	934	1583
1856	935	1582
1857	935	1582
1858	936	1581
1859	936	1581
1860	937	1580
1861	937	1580
1862	938	1579
1863	938	1579
1864	939	1578
1865	939	1578
1866	940	1577
1867	940	1577
1868	941	1577
1869	941	1576
1870	942	1576
